shape_variant_id,version_id,shape_id,trip_headsign,is_main,note
103570,101405,L674,Tököl,0,
103571,101405,L680,Tököl,0,
103572,101406,2268,Közvágóhíd,1,
103573,101406,L637,Dunaharaszti külső,0,
103574,101406,L672,Közvágóhíd,0,
103575,101406,L675,Dunaharaszti külső,0,
103576,101406,L681,Közvágóhíd,0,
103577,101406,L673,Közvágóhíd,0,
103578,101407,T110,Jahn Ferenc Kórház,1,
103579,101408,T111,Gubacsi út,1,
103580,101409,H963,Centenáriumi ltp.(Margit utca),0,
103581,101409,X133,Budapesti út,0,
103582,101409,G140,Budapesti út,1,
103583,101410,M763,Határ út M,1,
103584,101410,P923,"Soroksár, központi raktárak",0,
103585,101411,S136,Vend utca,0,
103586,101411,X571,Nyugati pályaudvar M,1,
103587,101412,X573,Széll Kálmán tér M,1,
103588,101413,0154,"Kistarcsa, kórház H",1,
103589,101413,0285,Bökényföldi út,0,
103590,101413,O287,Auchan Liget,0,
103591,101414,0155,Rákosszentmihály vasútállomás,1,
103592,101414,6832,Rákosszentmihály vasútállomás,0,
103593,101414,J798,Rákosszentmihály vasútállomás,0,
103594,101415,X534,Bölöni György utca / Széher út,1,
103595,101415,X538,Bölöni György utca / Széher út,0,
103596,101416,X535,Széll Kálmán tér M,1,
103597,101417,R829,Hűvösvölgy,1,
103598,101417,R843,Hűvösvölgy,0,
103599,101417,R845,"Solymár, Templom tér",0,
103600,101418,X053,Óbudai autóbuszgarázs,1,
103601,101419,X054,Szentlélek tér H,1,
103602,101420,X574,"Zugliget, Libegő",1,
103603,101421,S534,Budagyöngye,0,
103604,101421,X575,Nyugati pályaudvar M,1,
103605,101422,1229,Ráckeve 2. vágány,1,
103606,101422,L651,Ráckeve 2. vágány,0,
103607,101422,L653,Ráckeve 2. vágány,0,
103608,101422,L654,Ráckeve 2. vágány,0,
103609,101422,L661,Ráckeve 2. vágány,0,
103610,101422,L650,Ráckeve 2. vágány,0,
103611,101422,L652,Ráckeve 2. vágány,0,
103612,101422,L676,Ráckeve 2. vágány,0,
103613,101422,L677,Ráckeve 2. vágány,0,
103614,101422,N941,Ráckeve 2. vágány,0,
103615,101423,R859,"Újpest, Árpád út",1,
103616,101423,R861,Jászai Mari tér (Margit híd),0,
103617,101423,T008,Jászai Mari tér (Margit híd),0,
103618,101423,T686,"Újpest, Árpád út",0,
103619,101424,R858,Haller utca,1,
103620,101424,R860,Haller utca,0,
103621,101411,R706,Nyugati pályaudvar M,0,
103622,101412,R707,Széll Kálmán tér M,0,
103623,101415,K028,Széher út,0,
103624,101415,K108,Széher út,0,
103625,101416,K029,Széll Kálmán tér M,0,
103626,101420,V047,"Zugliget, Libegő",0,
103627,101421,V048,Nyugati pályaudvar M,0,
103628,101425,X755,Jahn Ferenc Kórház,1,
103629,101426,D366,Budapesti út,0,
103630,101426,O804,Sasvár utca,0,
103631,101426,X132,Örs vezér tere M+H,0,
103632,101426,G139,Örs vezér tere M+H,1,
103633,101427,M762,BILK bekötőút,0,
103634,101427,P927,"Soroksár, BILK",0,
103635,101427,M760,"Soroksár, BILK",1,
103636,101428,0154,"Kistarcsa, kórház H",0,
103637,101428,0285,Bökényföldi út,0,
103638,101428,O287,Auchan Liget,1,
103639,101429,0155,Rákosszentmihály vasútállomás,0,
103640,101429,J798,Rákosszentmihály vasútállomás,0,
103641,101429,6832,Rákosszentmihály vasútállomás,1,
103642,101430,R842,Templom tér,1,
103643,101430,R844,"Solymár, PEMÜ",0,
103644,101430,R828,"Solymár, PEMÜ",0,
103645,101431,G186,"Pestszentlőrinc, Mednyánszky utca",0,
103646,101431,H990,Pestszentimre vasútállomás (Dózsa Gy.u.),0,
103647,101431,G187,Ferihegy vasútállomás,0,
103648,101431,G188,"Pestszentlőrinc, Mednyánszky utca",0,
103649,101431,H988,Ferihegy vasútállomás,0,
103650,101431,W890,Pestszentimre vasútállomás,0,
103651,101431,W891,Ferihegy vasútállomás,1,
103652,101432,U218,Békásmegyer H,1,
103653,101432,U220,Békásmegyer H,0,
103654,101433,X053,Óbudai autóbuszgarázs,0,
103655,101433,X062,Óbudai autóbuszgarázs,1,
103656,101434,X054,Szentlélek tér H,0,
103657,101434,X063,Szentlélek tér H,1,
103658,101435,S249,"Rákoskeresztúr, vkp. (városhatár felé)",0,
103659,101435,M095,Erzsébet körút,1,
103660,101435,S248,Erzsébet körút,0,
103661,101436,G201,Ferihegy vasútállomás,0,
103662,101436,W892,Ferihegy vasútállomás,0,
103663,101436,W893,"Pestszentlőrinc, Mednyánszky utca",1,
103664,101437,L864,"Pestszentlőrinc, Mednyánszky utca",0,
103665,101437,M777,Pestszentimre vasútállomás (Vasút utca),0,
103666,101437,W894,Ferihegy vasútállomás,1,
103667,101437,W895,Pestszentimre vasútállomás,0,
103668,101438,I669,Széll Kálmán tér M,0,
103669,101438,R268,Budagyöngye,0,
103670,101438,X020,Zuhatag sor,0,
103671,101438,X022,Zuhatag sor,0,
103672,101438,X024,Zuhatag sor,0,
103673,101438,I295,Hűvösvölgy,1,
103674,101438,I667,Hűvösvölgy,0,
103675,101438,L751,Hűvösvölgy,0,
103676,101439,I668,Móricz Zsigmond körtér,0,
103677,101439,L752,Széll Kálmán tér M,0,
103678,101439,X021,Móricz Zsigmond körtér,0,
103679,101439,X023,Széll Kálmán tér M,0,
103680,101439,X066,Szépilona kocsiszín,0,
103681,101439,I296,Móricz Zsigmond körtér,1,
103682,101439,I298,Szépilona kocsiszín,0,
103683,101439,I666,Széll Kálmán tér M,0,
103684,101440,L655,Közvágóhíd,0,
103685,101440,L657,Közvágóhíd,1,
103686,101440,L667,Dunaharaszti külső,0,
103687,101440,L669,Dunaharaszti külső,0,
103688,101440,L678,Közvágóhíd,0,
103689,101440,L679,Közvágóhíd,0,
103690,101440,1230,Közvágóhíd,0,
103691,101440,L656,Közvágóhíd,0,
103692,101440,L658,Közvágóhíd,0,
103693,101440,L659,Közvágóhíd,0,
103694,101440,L668,Dunaharaszti külső,0,
103695,101441,X206,Bécsi út (Vörösvári út),0,
103696,101441,T895,Bécsi út (Vörösvári út),1,
103697,101442,X217,"Óbuda, Bogdáni út",0,
103698,101442,X219,Óbudai autóbuszgarázs,0,
103699,101442,X221,"Óbuda, Bogdáni út",0,
103700,101442,Q719,Közvágóhíd,0,
103701,101442,R463,Puskás Ferenc Stadion M,0,
103702,101442,Q588,"Óbuda, Bogdáni út",1,
103703,101442,Q717,Óbudai autóbuszgarázs,0,
103704,101442,Q721,"Óbuda, Bogdáni út",0,
103705,101443,S018,"Árpádföld, Dezsőfia utca",0,
103706,101443,S020,Örs vezér tere M+H,0,
103707,101443,V051,"Árpádföld, Dezsőfia utca",0,
103708,101443,V053,Nyugati pályaudvar M,0,
103709,101443,X578,Nyugati pályaudvar M,1,
103710,101444,X718,Kőbánya alsó vasútállomás (Mázsa tér),1,
103711,101445,X719,Örs vezér tere - Zugló M H,1,
103712,101446,T111,Gubacsi út,1,
103713,101447,H963,Centenáriumi ltp.(Margit utca),0,
103714,101447,X133,Budapesti út,0,
103715,101447,G140,Budapesti út,1,
103716,101448,M761,Határ út M,0,
103717,101448,M763,Határ út M,1,
103718,101448,P923,"Soroksár, központi raktárak",0,
103719,101449,R828,"Solymár, PEMÜ",1,
103720,101450,R829,Hűvösvölgy,1,
103721,101451,G187,Ferihegy vasútállomás,0,
103722,101451,G188,"Pestszentlőrinc, Mednyánszky utca",0,
103723,101451,H988,Ferihegy vasútállomás,0,
103724,101451,X779,Pestszentimre vasútállomás,0,
103725,101451,X780,Ferihegy vasútállomás,1,
103726,101452,G189,"Pestszentlőrinc, Béke tér",0,
103727,101452,M768,Gubacsi út,0,
103728,101452,W691,Gubacsi út,1,
103729,101453,E182,"Pestszentlőrinc, Mednyánszky utca",0,
103730,101453,X427,"Pestszentlőrinc, Mednyánszky utca",1,
103731,101454,S071,Újpest-Központ M,0,
103732,101454,U230,"Rákospalota, Kossuth utca",0,
103733,101454,U219,"Rákospalota, Kossuth utca",1,
103734,101454,U221,"Rákospalota, Kossuth utca",0,
103735,101455,M095,Erzsébet körút,0,
103736,101455,S248,Erzsébet körút,1,
103737,101456,S297,Kőbánya alsó vasútállomás,1,
103738,101456,M099,"Rákoskeresztúr, vkp. (metró felé)",0,
103739,101457,5911,Örs vezér tere - Kőbánya M,0,
103740,101457,B099,Gubacsi út,0,
103741,101457,B180,Gubacsi út,0,
103742,101457,J407,Nagykőrösi út/Határ út,0,
103743,101457,L187,Gubacsi út,0,
103744,101457,L967,Zugló kocsiszín,0,
103745,101457,N958,Gubacsi út,0,
103746,101457,J413,Száva kocsiszín,0,
103747,101457,X751,Gubacsi út,1,
103748,101458,5568,Száva kocsiszín,0,
103749,101458,5572,Zugló kocsiszín,0,
103750,101458,B098,Mexikói út M,0,
103751,101458,J396,Mexikói út M,0,
103752,101458,L188,Mexikói út M,0,
103753,101458,X750,"Kőbánya alsó vasútállomás (M.tér),kihúzó",1,
103754,101458,X765,"Kőbánya alsó vasútállomás (M.tér),kihúzó",0,
103755,101459,X623,Zugló kocsiszín,0,
103756,101459,X627,Örs vezér tere M+H,1,
103757,101460,X626,Mexikói út M,1,
103758,101460,X635,Mexikói út M,0,
103759,101460,X683,Örs vezér tere - Kőbánya M,0,
103760,101461,K873,Izraelita temető,0,
103761,101461,X706,Kőbánya alsó vasútállomás,0,
103762,101461,X703,Kőbánya alsó vasútállomás,1,
103763,101462,K874,Blaha Lujza tér M,0,
103764,101462,L141,Blaha Lujza tér M,0,
103765,101462,X704,Blaha Lujza tér M,1,
103766,101462,X735,Orczy tér,0,
103767,101463,U915,Új köztemető (Kozma utca),0,
103768,101463,X678,Izraelita temető,1,
103769,101464,P912,Száva kocsiszín,0,
103770,101464,U916,Blaha Lujza tér M,0,
103771,101464,X679,Blaha Lujza tér M,1,
103772,101465,U921,Sörgyár,0,
103773,101465,X690,Új köztemető (Kozma utca),1,
103774,101465,X692,Új köztemető (Kozma utca),0,
103775,101465,X717,Új köztemető (Kozma utca),0,
103776,101465,X732,Hidegkuti Nándor Stadion,0,
103777,101465,X737,Sörgyár,0,
103778,101465,X747,Hungária kocsiszín,0,
103779,101466,U922,Blaha Lujza tér M,0,
103780,101466,U951,Száva kocsiszín,0,
103781,101466,X691,Blaha Lujza tér M,1,
103782,101466,X693,Fiumei út,0,
103783,101466,X733,Hidegkuti Nándor Stadion,0,
103784,101466,X734,Blaha Lujza tér M,0,
103785,101467,X649,"Rákospalota, MÁV-telep",1,
103786,101467,X655,"Rákospalota, MÁV-telep",0,
103787,101468,X650,Örs vezér tere M+H,1,
103788,101468,X752,Örs vezér tere M+H,0,
103789,101468,X753,Zugló kocsiszín,0,
103790,101469,L650,Ráckeve 2. vágány,0,
103791,101469,L652,Ráckeve 2. vágány,0,
103792,101469,L676,Ráckeve 2. vágány,0,
103793,101469,L677,Ráckeve 2. vágány,0,
103794,101469,1229,Ráckeve 2. vágány,1,
103795,101469,L651,Ráckeve 2. vágány,0,
103796,101469,L653,Ráckeve 2. vágány,0,
103797,101469,L654,Ráckeve 2. vágány,0,
103798,101469,L661,Ráckeve 2. vágány,0,
103799,101470,L672,Közvágóhíd,1,
103800,101470,L675,Dunaharaszti külső,0,
103801,101470,L681,Közvágóhíd,0,
103802,101470,2268,Közvágóhíd,0,
103803,101470,L637,Dunaharaszti külső,0,
103804,101471,Q745,Bécsi út (Vörösvári út),0,
103805,101471,T894,Közvágóhíd,1,
103806,101472,R981,"Kispest, Kossuth tér",1,
103807,101472,R993,Kőbányai garázs,0,
103808,101472,R994,"Kispest, Kossuth tér",0,
103809,101473,R992,Deák Ferenc tér M,1,
103810,101473,R995,Orczy tér,0,
103811,101473,R996,Deák Ferenc tér M,0,
103812,101474,R464,Kelenföld vasútállomás,0,
103813,101474,T918,Kelenföld vasútállomás,0,
103814,101474,T920,Kelenföld vasútállomás,1,
103815,101475,V052,Verecke lépcső,1,
103816,101475,V321,Astoria M,0,
103817,100016,J649,"Rákospalota, Kossuth utca",0,
103818,100016,J655,"Rákospalota, Kossuth utca",0,
103819,100017,J648,Pasaréti tér,0,
103820,100017,R796,Ferenciek tere M,0,
103821,100018,A852,Albertfalva vasútállomás,0,
103822,100018,A864,Albertfalva vasútállomás,0,
103823,100019,A853,Bosnyák tér,0,
103824,100022,E684,Bosnyák tér,0,
103825,100022,K427,Bosnyák tér,0,
103826,100023,E685,Kelenföld vasútállomás,0,
103827,100035,X736,Árpád híd M,0,
103828,100036,X729,Boráros tér H,0,
103829,100037,J646,Dísz tér,0,
103830,100037,J647,Széll Kálmán tér M,0,
103831,100038,H291,Deák Ferenc tér M,0,
103832,100039,H294,Széll Kálmán tér M,0,
103833,100040,H293,Dísz tér,0,
103834,100041,E687,"Káposztásmegyer, Szilas-patak",0,
103835,100042,J364,Keleti pályaudvar M,0,
103836,100043,O217,"Csillebérc, KFKI",0,
103837,100044,O346,Szent Orbán tér,0,
103838,100055,J581,Újpest-Központ M,0,
103839,100057,0740,Árpád híd M,0,
103840,100061,K019,Hűvösvölgy,0,
103841,100062,J439,Szentlélek tér H,0,
103842,100063,H270,"Káposztásmegyer, Mogyoródi-patak",0,
103843,100064,J363,Keleti pályaudvar M,0,
103844,100065,H276,"Megyer, Szondi utca",0,
103845,100066,J480,Keleti pályaudvar M,0,
103846,100071,L868,"Nagytétény, ipartelep",0,
103847,100071,N680,"Nagytétény, ipartelep",0,
103848,100072,L867,Móricz Zsigmond körtér,0,
103849,100073,H304,"Békásmegyer, Újmegyeri tér",0,
103850,100075,S320,Szentlőrinci úti lakótelep,0,
103851,100076,S326,Szent Imre tér,0,
103852,100076,T019,"Csepel, Csillagtelep",0,
103853,100101,H319,Savoya Park,0,
103854,100118,P273,"Csepel, Horgásztanya",0,
103855,100119,P272,"Csepel, Szent Imre tér",0,
103856,100122,Q662,Kőbánya-Kispest M,0,
103857,100123,Q661,Örs vezér tere M+H,0,
103858,100123,Q663,Örs vezér tere M+H,0,
103859,100127,C685,"Óbuda, Bogdáni út",0,
103860,100128,C684,"Újbuda, Függetlenségi park",0,
103861,100128,C688,"Újbuda, Függetlenségi park",0,
103862,101476,X806,Gödöllő H,1,
103863,101477,X803,"Gödöllő, Szabadság tér H",1,
103864,101478,O840,"Rákospalota, Kossuth utca",1,
103865,101479,O841,Angyalföld kocsiszín,1,
103866,101480,X802,"Káposztásmegyer, Mogyoródi-patak",1,
103867,101481,X809,Angyalföld kocsiszín,1,
103868,101482,X132,Örs vezér tere M+H,0,
103869,101482,D366,Budapesti út,0,
103870,101482,G139,Örs vezér tere M+H,1,
103871,101482,O804,Sasvár utca,0,
103872,101482,M898,Örs vezér tere M+H,0,
103873,101483,L995,"Rákoskeresztúr, városközpont",0,
103874,101483,L997,"Újpalota, Nyírpalota út",0,
103875,101483,L998,Cinkotai autóbuszgarázs,0,
103876,101483,M041,"Újpalota, Nyírpalota út",1,
103877,101484,M762,BILK bekötőút,0,
103878,101484,P927,"Soroksár, BILK",0,
103879,101484,M760,"Soroksár, BILK",1,
103880,101485,M031,"Pécel, Kun József utca",1,
103881,100141,N927,Liszt Ferenc Airport 1,0,
103882,100142,N928,Kőbánya-Kispest M,0,
103883,100142,N930,Kőbánya-Kispest M,0,
103884,100147,J851,Felsőcsatári köz,0,
103885,100147,Q509,Felsőcsatári köz,0,
103886,100148,J866,Puskás Ferenc Stadion M,0,
103887,100162,H157,Népliget M,0,
103888,100163,H156,Kelenföld vasútállomás,0,
103889,100164,S054,"Dunakeszi, Auchan áruház",0,
103890,100165,S057,"Rákospalota, Kossuth utca",0,
103891,100166,K615,"Székesdűlő, ipartelep",0,
103892,100167,S061,"Rákospalota, Kossuth utca",0,
103893,100167,S063,"Rákospalota, Kossuth utca",0,
103894,100170,7622,"Római úti lakótelep, Varsa utca",0,
103895,100170,M899,"Római úti lakótelep, Varsa utca",0,
103896,100171,7623,Árpád híd M,0,
103897,100171,J101,"Óbuda, Bogdáni út",0,
103898,100178,J178,Angeli utca,0,
103899,100178,J179,"Diósd, Sashegyi út",0,
103900,100179,J390,"Nagytétény, Angeli utca",0,
103901,100179,J391,Budatétény vasútállomás (Campona),0,
103902,100183,Q349,Kosztolányi Dezső tér,0,
103903,100186,H373,Fény utcai piac,0,
103904,100187,H438,Széll Kálmán tér M,0,
103905,100187,H439,Dísz tér,0,
103906,100190,L028,Óbuda vasútállomás,0,
103907,100191,L026,Szentlélek tér H,0,
103908,100191,L029,Szentlélek tér H,0,
103909,100232,J389,Gazdagréti tér,0,
103910,100232,J954,Gazdagréti tér,0,
103911,100233,J388,Dayka Gábor utca,0,
103912,100233,J953,Széll Kálmán tér M,0,
103913,100234,5230,"Törökbálint, bevásárlóközpont",0,
103914,100240,0932,Pince köz,0,
103915,100240,0936,Békásmegyer H,0,
103916,100251,J148,Budatétény vasútállomás (Campona),0,
103917,100251,J151,Memento Park,0,
103918,100251,K082,Budatétény vasútállomás (Campona),0,
103919,100252,K083,Újbuda-központ,0,
103920,100255,S859,"Csepel, Határ utca",0,
103921,100278,M023,"Rákoskeresztúr, vkp. (metró felé)",0,
103922,100279,V806,Kőbánya alsó vasútállomás,0,
103923,100279,M022,Kőbánya alsó vasútállomás,0,
103924,100286,G197,"Ganztelep, Mednyánszky utca",0,
103925,100286,G198,Ferihegy vasútállomás,0,
103926,100302,N863,Keleti pályaudvar M,0,
103927,100303,N864,Naphegy tér,0,
103928,100316,0825,Donát utca,0,
103929,100317,0826,Békásmegyer H,0,
103930,100322,0748,Sarolta utca,0,
103931,100323,0751,Nyugati pályaudvar M,0,
103932,100338,R554,Kőbánya-Kispest M,0,
103933,100338,T633,Határ út M,0,
103934,100349,Q261,"Baross Gábor-telep, Török utca",0,
103935,100349,Q357,"Baross Gábor-telep, Török utca",0,
103936,100350,I962,XIII. utca / Dózsa György út,0,
103937,100350,Q356,Kosztolányi Dezső tér,0,
103938,100359,O275,Óbudai temető,0,
103939,100365,S118,Pólus Center,0,
103940,100365,S119,Pólus Center,0,
103941,100370,Q658,"Megyer, Aquaworld",0,
103942,100371,Q657,Keleti pályaudvar M,0,
103943,100376,G349,Jablonka út,0,
103944,100377,G357,Szentlélek tér H,0,
103945,100380,K077,Budaörsi lakótelep,0,
103946,100381,R693,Móricz Zsigmond körtér,0,
103947,100381,R698,Dayka Gábor utca,0,
103948,100384,G385,Pince köz,0,
103949,100384,G386,Békásmegyer H,0,
103950,100387,M649,Hír utca,0,
103951,100387,M650,Savoya Park,0,
