route_id,main_shape_id,trip_headsign,direction_id,route_desc,valid_from,valid_to,parent_version_id,note,version_id
3621,V860,"Rákospalota, MÁV-telep",0,"Kőbánya alsó vasútállomás (Mázsa tér) / Rákospalota, MÁV-telep",2014-09-01,2014-10-19,,,101733
3621,BO59,Kőbánya alsó vasútállomás (Mázsa tér),1,"Kőbánya alsó vasútállomás (Mázsa tér) / Rákospalota, MÁV-telep",2014-09-01,2014-10-19,,,101734
4750,AQ79,Jászai Mari tér,1,Jászai Mari tér / Puskás Ferenc Stadion M,2014-09-01,2014-09-11,,,101735
4801,BE96,Csertő utca,0,Puskás Ferenc Stadion M / Csertő utca,2014-09-01,2014-10-09,,,101736
4801,BE97,Puskás Ferenc Stadion M,1,Puskás Ferenc Stadion M / Csertő utca,2014-09-01,2014-10-09,,,101737
6150,1227,Csömör,0,Örs vezér tere M+H / Csömör,2014-09-01,,,,101738
6200,V313,Ráckeve,0,Közvágóhíd H / Ráckeve,2014-09-01,,,,101739
6300,S999,Csepel,0,Boráros tér H / Csepel,2014-09-01,,,,101740
8120,AZ74,Rómaifürdő,0,Haller utca / Rómaifürdő,2014-09-01,,,,101741
8120,AZ75,Haller utca,1,Haller utca / Rómaifürdő,2014-09-01,,,,101742
9090,AV87,"Kispest, Kossuth tér",0,"Deák Ferenc tér M / Kispest, Kossuth tér",2014-08-30,2014-09-18,,,101743
9090,AV88,Deák Ferenc tér M,1,"Deák Ferenc tér M / Kispest, Kossuth tér",2014-08-30,2014-09-18,,,101744
9660,BO76,"Soroksár, Millenniumtelep",0,"Határ út M / Soroksár, Millenniumtelep",2014-08-30,2014-09-04,,,101745
MP53,BJ83,Népliget M,0,Deák Ferenc tér M / Népliget M,2014-09-06,2014-11-28,,,101746
MP53,BJ82,Deák Ferenc tér M,1,Deák Ferenc tér M / Népliget M,2014-09-06,2014-11-28,,,101747
TP75,S577,Puskás Ferenc Stadion M,0,Hollán Ernő utca / Puskás Ferenc Stadion M,2014-09-06,,,,101748
TP75,S576,Hollán Ernő utca,1,Hollán Ernő utca / Puskás Ferenc Stadion M,2014-09-06,,,,101749
VP01,T030,Árpád híd M,0,Puskás Ferenc Stadion M / Árpád híd M,2014-09-08,,,,101750
VP01,T029,Puskás Ferenc Stadion M,1,Puskás Ferenc Stadion M / Árpád híd M,2014-09-08,,,,101751
0320,BA81,Örs vezér tere M+H,0,Árpád híd M / Örs vezér tere M+H,2014-09-05,2014-10-02,,,101752
0320,BA82,Árpád híd M,1,Árpád híd M / Örs vezér tere M+H,2014-09-05,2014-10-02,,,101753
0850,AM01,Kőbánya-Kispest M,0,Örs vezér tere M+H / Kőbánya-Kispest M,2014-09-06,,,,101754
0850,AL99,Örs vezér tere M+H,1,Örs vezér tere M+H / Kőbánya-Kispest M,2014-09-06,,,,101755
1140,Z060,Kosztolányi Dezső tér,1,"Kosztolányi Dezső tér / Baross Gábor-telep, Ispiláng utca",2014-09-05,2014-11-04,,,101756
1350,X368,"Soroksár, Millenniumtelep",0,"Soroksár, Auchan áruház / Soroksár, Millenniumtelep",2014-09-05,2014-10-02,,,101757
1350,X367,"Soroksár, Auchan áruház",1,"Soroksár, Auchan áruház / Soroksár, Millenniumtelep",2014-09-05,2014-10-02,,,101758
1810,BR33,"József Attila ltp., Távíró utca",0,Aszódi utca / Nagykőrösi út (Határ út),2014-09-08,,,,101759
1810,BR34,Aszódi utca,1,Aszódi utca / Nagykőrösi út (Határ út),2014-09-08,,,,101760
2140,Z074,Kosztolányi Dezső tér,1,"Kosztolányi Dezső tér / Baross Gábor-telep, Ispiláng utca",2014-09-05,2014-11-04,,,101761
2440,BI95,Örs vezér tere M+H,1,Örs vezér tere M+H / Budapesti út,2014-09-05,2014-11-20,,,101762
6200,BP98,"Soroksár, Hősök tere",1,Közvágóhíd H / Ráckeve,2014-09-20,2014-10-03,,,101763
9500,S021,Pestszentimre vasútállomás,0,"Rákospalota, Kossuth utca / Pestszentimre vasútállomás",2014-09-05,2014-10-02,,,101764
9501,S028,"Rákospalota, Kossuth utca",1,"Rákospalota, Kossuth utca / Pestszentimre vasútállomás",2014-09-05,2014-10-02,,,101765
9660,Q599,"Soroksár, Millenniumtelep",0,"Határ út M / Soroksár, Millenniumtelep",2014-09-05,2014-10-02,,,101766
VP03,AO73,Gubacsi út,0,Ecseri út M / Gubacsi út,2014-09-15,,,,101767
VP03,AO88,Ecseri út M,1,Ecseri út M / Gubacsi út,2014-09-15,,,,101768
1030,AD91,Népliget M,0,Kelenföld vasútállomás M / Népliget M,2014-09-12,,,,101769
1030,U960,Kelenföld vasútállomás M,1,Kelenföld vasútállomás M / Népliget M,2014-09-12,,,,101770
1220,BE84,"Káposztásmegyer, Mogyoródi-patak",0,"Újpest-Városkapu M / Káposztásmegyer, Mogyoródi-patak",2014-09-15,,,,101771
1220,BQ53,Újpest-Városkapu M,1,"Újpest-Városkapu M / Káposztásmegyer, Mogyoródi-patak",2014-09-15,,,,101772
1260,BR54,"Dunakeszi, Auchan áruház",0,"Káposztásmegyer, Szilas-patak / Dunakeszi, Auchan áruház",2014-09-20,,,,101773
1260,BR51,"Káposztásmegyer, Szilas-patak",1,"Káposztásmegyer, Szilas-patak / Dunakeszi, Auchan áruház",2014-09-20,,,,101774
1340,P640,Szentlélek tér H,1,"Szentlélek tér H / Békásmegyer, Újmegyeri tér",2014-09-12,2014-09-18,,,101775
1610,V793,Kucorgó tér,0,Örs vezér tere M+H / Kucorgó tér,2014-09-12,,,,101776
1610,V794,Örs vezér tere M+H,1,Örs vezér tere M+H / Kucorgó tér,2014-09-12,,,,101777
2040,BE77,"Békásmegyer, Újmegyeri tér",0,"Rákospalota, Kossuth utca / Békásmegyer, Újmegyeri tér",2014-09-15,2014-10-25,,,101778
2040,BR41,Újpest-Központ M,1,"Rákospalota, Kossuth utca / Békásmegyer, Újmegyeri tér",2014-09-15,2014-09-18,,,101779
2160,BK77,Deák Ferenc tér M,0,Dísz tér / Deák Ferenc tér M,2014-09-13,,,,101780
2160,S685,Dísz tér,1,Dísz tér / Deák Ferenc tér M,2014-09-13,,,,101781
2810,Q405,Aszódi utca,0,Aszódi utca / Aszódi utca,2014-09-12,2014-10-19,,,101782
3010,BN82,Puskás Ferenc Stadion M,0,Közvágóhíd H / Puskás Ferenc Stadion M,2014-09-12,2014-11-20,,,101783
3010,BN83,Közvágóhíd H,1,Közvágóhíd H / Puskás Ferenc Stadion M,2014-09-12,2014-11-20,,,101784
3410,BT22,Kőérberek,0,Batthyány tér M+H / Kamaraerdei Ifjúsági Park,2014-09-12,2014-09-18,,,101785
3410,BT21,Batthyány tér M+H,1,Batthyány tér M+H / Kamaraerdei Ifjúsági Park,2014-09-12,2014-09-18,,,101786
3411,BT23,Kőérberek,0,Kamaraerdei Ifjúsági Park / Kőérberek,2014-09-12,,,,101787
3411,BT24,Kamaraerdei Ifjúsági Park,1,Kamaraerdei Ifjúsági Park / Kőérberek,2014-09-12,,,,101788
3511,N769,Ferencváros vasútállomás,0,Mester utca (Ferenc körút) / Ferencváros vasútállomás,2014-09-13,,,,101789
3511,N770,Mester utca (Ferenc körút),1,Mester utca (Ferenc körút) / Ferencváros vasútállomás,2014-09-13,,,,101790
4750,S374,Jászai Mari tér,1,Jászai Mari tér / Puskás Ferenc Stadion M,2014-09-12,,,,101791
HP61,R546,Gödöllő H,0,Mogyoród / Gödöllő H,2014-09-27,,,,101792
HP61,R547,Mogyoród,1,Mogyoród / Gödöllő H,2014-09-27,,,,101793
HP62,J510,"Soroksár, Hősök tere",0,"Közvágóhíd H / Soroksár, Hősök tere",2014-09-20,,,,101794
HP62,J511,Közvágóhíd H,1,"Közvágóhíd H / Soroksár, Hősök tere",2014-09-20,,,,101795
VP14,AK56,Angyalföld kocsiszín,0,Lehel tér M / Angyalföld kocsiszín,2014-09-22,,,,101796
VP14,AK59,Lehel tér M,1,Lehel tér M / Angyalföld kocsiszín,2014-09-22,,,,101797
0050,W498,Pasaréti tér,1,"Pasaréti tér / Rákospalota, Kossuth utca",2014-09-19,2014-10-19,,,101798
0250,BQ48,Újpest-Központ M,0,Mexikói út M / Újpest-Központ M,2014-09-19,,,,101799
0250,BQ49,Mexikói út M,1,Mexikói út M / Újpest-Központ M,2014-09-19,,,,101800
0340,BR62,Árpád híd M,1,"Árpád híd M / Békásmegyer, Újmegyeri tér",2014-10-01,2014-12-14,,,101801
0860,AJ26,"Óbuda, Bogdáni út",0,"Újbuda, Függetlenségi park / Óbuda, Bogdáni út",2014-09-19,2014-10-02,,,101802
0860,AG35,"Újbuda, Függetlenségi park",1,"Újbuda, Függetlenségi park / Óbuda, Bogdáni út",2014-09-19,2014-10-02,,,101803
1060,BR85,"Római úti lakótelep, Varsa utca",0,"Árpád híd M / Római úti lakótelep, Varsa utca",2014-10-01,,,,101804
1060,BR73,Árpád híd M,1,"Árpád híd M / Római úti lakótelep, Varsa utca",2014-10-01,2014-12-14,,,101805
1340,Y918,"Békásmegyer, Újmegyeri tér",0,"Szentlélek tér H / Békásmegyer, Újmegyeri tér",2014-09-19,2014-11-30,,,101806
1340,Y919,Szentlélek tér H,1,"Szentlélek tér H / Békásmegyer, Újmegyeri tér",2014-09-19,2014-11-30,,,101807
1621,S247,"Rákoskeresztúr, városközpont",0,"Kőbánya alsó vasútállomás / Rákoskeresztúr, vkp. (metró felé)",2014-09-19,2014-10-02,,,101808
2040,BE78,"Rákospalota, Kossuth utca",1,"Rákospalota, Kossuth utca / Békásmegyer, Újmegyeri tér",2014-09-19,2014-10-02,,,101809
2960,BE80,"Békásmegyer, Újmegyeri tér",0,"Újpalota, Szentmihályi út / Békásmegyer, Újmegyeri tér",2014-09-19,,,,101810
2960,BE81,"Újpalota, Szentmihályi út",1,"Újpalota, Szentmihályi út / Békásmegyer, Újmegyeri tér",2014-09-19,,,,101811
2961,BQ34,"Káposztásmegyer, Szilas-patak",0,"Újpalota, Szentmihályi út / Káposztásmegyer, Szilas-patak",2014-09-20,,,,101812
2961,BQ35,"Újpalota, Szentmihályi út",1,"Újpalota, Szentmihályi út / Káposztásmegyer, Szilas-patak",2014-09-20,,,,101813
3120,BD74,Angyalföld kocsiszín,1,"Angyalföld kocsiszín / Rákospalota, Kossuth utca",2014-09-19,,,,101814
3140,E176,"Káposztásmegyer, Megyeri út",0,"Lehel tér M / Káposztásmegyer, Megyeri út",2014-09-19,,,,101815
3140,E177,Lehel tér M,1,"Lehel tér M / Káposztásmegyer, Megyeri út",2014-09-19,,,,101816
3410,T241,Kamaraerdei Ifjúsági Park,0,Batthyány tér M+H / Kamaraerdei Ifjúsági Park,2014-09-19,,,,101817
3410,Y241,Batthyány tér M+H,1,Batthyány tér M+H / Kamaraerdei Ifjúsági Park,2014-09-19,,,,101818
3417,BU76,Kamaraerdei Ifjúsági Park,0,Újbuda-központ M / Kamaraerdei Ifjúsági Park,2014-09-21,,,,101819
3417,BU75,Újbuda-központ M,1,Újbuda-központ M / Kamaraerdei Ifjúsági Park,2014-09-21,,,,101820
9090,R981,"Kispest, Kossuth tér",0,"Deák Ferenc tér M / Kispest, Kossuth tér",2014-09-19,2014-10-24,,,101821
9090,V762,Deák Ferenc tér M,1,"Deák Ferenc tér M / Kispest, Kossuth tér",2014-09-19,2014-10-24,,,101822
9160,BT69,Széll Kálmán tér M,0,Uránia / Széll Kálmán tér M,2014-09-19,2014-10-02,,,101823
9160,BT70,Uránia,1,Uránia / Széll Kálmán tér M,2014-09-19,2014-10-02,,,101824
TP77,BX04,Öv utca (Egressy út),0,Puskás Ferenc Stadion M / Öv utca (Egressy út),2014-10-03,,,,101825
TP77,BX05,Puskás Ferenc Stadion M,1,Puskás Ferenc Stadion M / Öv utca (Egressy út),2014-10-03,,,,101826
V5152,BV75,"Pesterzsébet, Pacsirtatelep",0,"Határ út M / Pesterzsébet, Pacsirtatelep",2014-10-06,,,,101827
V5152,BV86,Határ út M,1,"Határ út M / Pesterzsébet, Pacsirtatelep",2014-10-06,,,,101828
0080,S195,Kelenföld vasútállomás M,0,Gazdagréti tér / Bosnyák tér,2014-10-06,,,,101829
0080,S196,Keleti pályaudvar M,1,Gazdagréti tér / Bosnyák tér,2014-10-06,,,,101830
0260,Y470,Árpád híd M,0,Nyugati pályaudvar M / Árpád híd M,2014-10-04,,,,101831
0320,BA77,Örs vezér tere M+H,0,Árpád híd M / Örs vezér tere M+H,2014-10-03,,,,101832
0320,BT08,Árpád híd M,1,Árpád híd M / Örs vezér tere M+H,2014-10-03,,,,101833
0380,BL36,"Csepel, Szent Imre tér",1,"Csepel, Szent Imre tér / József Attila utca",2014-10-03,2014-12-27,,,101834
0540,P853,Kéreg utca,0,"Boráros tér H / Pestszentimre, Ültetvény utca",2014-10-04,2014-11-09,,,101835
0650,BS66,Szépvölgyi dűlő,0,Kolosy tér / Szépvölgyi dűlő,2014-10-03,,,,101836
0650,BS67,Kolosy tér,1,Kolosy tér / Szépvölgyi dűlő,2014-10-03,,,,101837
0651,BS73,Fenyőgyöngye,0,Kolosy tér / Fenyőgyöngye,2014-10-04,,,,101838
0651,BS72,Kolosy tér,1,Kolosy tér / Fenyőgyöngye,2014-10-04,,,,101839
0860,BX17,"Óbuda, Bogdáni út",0,"Újbuda, Függetlenségi park / Óbuda, Bogdáni út",2014-10-03,2014-10-26,,,101840
0860,BX18,"Újbuda, Függetlenségi park",1,"Újbuda, Függetlenségi park / Óbuda, Bogdáni út",2014-10-03,,,,101841
0975,P541,Erzsébet körút,0,Örs vezér tere M+H / Kucorgó tér,2014-10-24,2014-10-26,,,101842
0975,V788,"Rákoskeresztúr, vkp. (metró felé)",1,Örs vezér tere M+H / Kucorgó tér,2014-10-24,2014-10-26,,,101843
1050,BU15,Gyöngyösi utca M,0,Apor Vilmos tér / Gyöngyösi utca M,2014-10-06,,,,101844
1050,BU16,Apor Vilmos tér,1,Apor Vilmos tér / Gyöngyösi utca M,2014-10-06,,,,101845
1100,BG88,Bosnyák tér,0,Thomán István utca / Bosnyák tér,2014-10-06,,,,101846
1100,BG89,Thomán István utca,1,Thomán István utca / Bosnyák tér,2014-10-06,2014-10-19,,,101847
1120,Z027,Thomán István utca,1,Thomán István utca / Bosnyák tér,2014-10-03,2014-10-09,,,101848
1130,J178,Angeli utca / Nagytétényi út,0,"Budatétény vasútállomás (Campona) / Diósd, Sashegyi út",2014-10-04,2014-10-10,,,101849
1130,J390,Angeli utca / Nagytétényi út,1,"Budatétény vasútállomás (Campona) / Diósd, Sashegyi út",2014-10-04,2014-10-10,,,101850
1350,U725,"Soroksár, Millenniumtelep",0,"Soroksár, Auchan áruház / Soroksár, Millenniumtelep",2014-10-03,2014-12-14,,,101851
1350,U726,"Soroksár, Auchan áruház",1,"Soroksár, Auchan áruház / Soroksár, Millenniumtelep",2014-10-03,2014-12-14,,,101852
1351,U732,"Soroksár, Millenniumtelep",0,"Soroksár, Kertvárosi körút / Soroksár, Millenniumtelep",2014-10-26,2014-12-27,,,101853
1351,U733,"Soroksár, Kertvárosi körút",1,"Soroksár, Kertvárosi körút / Soroksár, Millenniumtelep",2014-10-26,2014-12-27,,,101854
1621,S247,"Rákoskeresztúr, vkp. (metró felé)",0,"Kőbánya alsó vasútállomás / Rákoskeresztúr, vkp. (metró felé)",2014-10-03,,,,101855
1660,W681,Ferihegy vasútállomás,0,Gubacsi út / Ferihegy vasútállomás,2014-10-03,2014-11-02,,,101856
1780,BU18,Keleti pályaudvar M,0,Naphegy tér / Keleti pályaudvar M,2014-10-10,,,,101857
1780,BU19,Naphegy tér,1,Naphegy tér / Keleti pályaudvar M,2014-10-10,,,,101858
1950,BO52,"Rákoskeresztúr, városközpont",0,"Puskás Ferenc Stadion M / Rákoskeresztúr, városközpont",2014-10-06,2014-10-19,,,101859
1950,BO51,Puskás Ferenc Stadion M,1,"Puskás Ferenc Stadion M / Rákoskeresztúr, városközpont",2014-10-06,,,,101860
2040,BR41,Újpest-Központ M,1,"Rákospalota, Kossuth utca / Békásmegyer, Újmegyeri tér",2014-10-03,2014-10-16,,,101861
2380,BL45,József Attila utca,0,"Csepel, Szent Imre tér / József Attila utca",2014-10-04,,,,101862
2390,BG03,Bosnyák tér,0,Gazdagréti tér / Bosnyák tér,2014-10-10,,,,101863
2390,BX98,Gazdagréti tér,1,Gazdagréti tér / Bosnyák tér,2014-10-10,2014-10-23,,,101864
2530,Z065,Kelenföld vasútállomás M,0,Móricz Zsigmond körtér M / Kelenföld vasútállomás M,2014-10-06,,,,101865
2530,Z066,Móricz Zsigmond körtér M,1,Móricz Zsigmond körtér M / Kelenföld vasútállomás M,2014-10-06,,,,101866
2660,W685,"Ganztelep, Mednyánszky utca",0,"Pestszentimre vasútállomás / Ganztelep, Mednyánszky utca",2014-10-03,2014-12-26,,,101867
2660,BJ87,Pestszentimre vasútállomás,1,"Pestszentimre vasútállomás / Ganztelep, Mednyánszky utca",2014-10-03,2014-12-26,,,101868
2780,BM22,"Csepel, Szent Imre tér",1,"Csepel, Szent Imre tér / Szigetszentmiklós, Szabadság utca",2014-10-03,,,,101869
2790,BL56,József Attila utca,0,"Lakihegy, Cseresznyés utca / József Attila utca",2014-10-03,,,,101870
2790,BW88,"Szigetszentmiklós, Szabadság utca",1,"Lakihegy, Cseresznyés utca / József Attila utca",2014-10-03,,,,101871
2800,BW89,József Attila utca,0,Auchan Sziget áruház / József Attila utca,2014-10-03,,,,101872
2800,BW91,Auchan Sziget áruház,1,Auchan Sziget áruház / József Attila utca,2014-10-03,,,,101873
2810,G064,Szakorvosi rendelő,0,Aszódi utca / Aszódi utca,2014-10-20,2014-10-09,,,101874
2970,BO23,Nyeremény utca,0,Rákoscsaba-Újtelep vasútállomás / Nyeremény utca,2014-10-06,,,,101875
2970,BO24,Rákoscsaba-Újtelep vasútállomás,1,Rákoscsaba-Újtelep vasútállomás / Nyeremény utca,2014-10-06,,,,101876
2980,BO18,Zimonyi utca,0,Rákoscsaba vasútállomás / Zimonyi utca,2014-10-06,,,,101877
2980,BO19,Rákoscsaba vasútállomás,1,Rákoscsaba vasútállomás / Zimonyi utca,2014-10-06,,,,101878
3510,U579,Gubacsi út,0,Mester utca (Ferenc körút) / Nagysándor József utca,2014-10-06,2014-11-02,,,101879
3510,U580,Mester utca (Ferenc körút),1,Mester utca (Ferenc körút) / Nagysándor József utca,2014-10-06,2014-11-02,,,101880
3590,O827,Márton Áron tér,0,Szent János Kórház / Márton Áron tér,2014-11-02,,,,101881
4800,AA11,Örs vezér tere M+H,0,Keleti pályaudvar M / Örs vezér tere M+H,2014-10-04,,,,101882
4800,AA12,Keleti pályaudvar M,1,Keleti pályaudvar M / Örs vezér tere M+H,2014-10-04,,,,101883
6200,L657,Közvágóhíd H,1,Közvágóhíd H / Ráckeve,2014-10-04,2014-10-19,,,101884
9160,W271,Széll Kálmán tér M,0,Uránia / Széll Kálmán tér M,2014-10-03,,,,101885
9160,W272,Uránia,1,Uránia / Széll Kálmán tér M,2014-10-03,,,,101886
9380,BW95,"Lakihegy, Cseresznyés utca",0,"Csepel, Szent Imre tér / József Attila utca",2014-10-03,2014-11-30,,,101887
9500,BJ88,Pestszentimre vasútállomás,0,"Rákospalota, Kossuth utca / Pestszentimre vasútállomás",2014-10-03,2014-10-31,,,101888
9501,BW07,"Rákospalota, Kossuth utca",1,"Rákospalota, Kossuth utca / Pestszentimre vasútállomás",2014-10-03,2014-12-25,,,101889
9660,BO76,"Soroksár, Millenniumtelep",0,"Határ út M / Soroksár, Millenniumtelep",2014-10-03,2014-12-12,,,101890
9730,BE45,"Újpalota, Szentmihályi út",1,"Újpalota, Szentmihályi út / Nagytétény, ipartelep",2014-10-18,2014-10-18,,,101891
0205,Y369,"Káposztásmegyer, Szilas-patak",0,"Keleti pályaudvar M / Káposztásmegyer, Szilas-patak",2014-10-10,,,,101892
0205,Y370,Keleti pályaudvar M,1,"Keleti pályaudvar M / Káposztásmegyer, Szilas-patak",2014-10-10,,,,101893
0270,AC10,Móricz Zsigmond körtér M,0,Sánc utca / Móricz Zsigmond körtér M,2014-10-10,,,,101894
0270,BD23,Sánc utca,1,Sánc utca / Móricz Zsigmond körtér M,2014-10-10,2014-10-26,,,101895
0300,BY97,"Káposztásmegyer, Mogyoródi-patak",0,"Keleti pályaudvar M / Káposztásmegyer, Mogyoródi-patak",2014-10-10,2014-10-19,,,101896
0300,BY98,Keleti pályaudvar M,1,"Keleti pályaudvar M / Káposztásmegyer, Mogyoródi-patak",2014-10-10,2014-10-19,,,101897
0301,BZ01,"Megyer, Szondi utca",0,"Keleti pályaudvar M / Megyer, Szondi utca",2014-10-10,2014-10-19,,,101898
0301,BZ02,Keleti pályaudvar M,1,"Keleti pályaudvar M / Megyer, Szondi utca",2014-10-10,2014-10-19,,,101899
1020,BS65,Széll Kálmán tér M,1,Széll Kálmán tér M / Szendrő utca,2014-10-10,,,,101900
1120,BS31,Bosnyák tér,0,Thomán István utca / Bosnyák tér,2014-10-10,,,,101901
1120,S224,Thomán István utca,1,Thomán István utca / Bosnyák tér,2014-10-10,2014-10-19,,,101902
1130,B957,"Diósd, Sashegyi út",0,"Budatétény vasútállomás (Campona) / Diósd, Sashegyi út",2014-10-11,,,,101903
1130,B958,Budatétény vasútállomás (Campona),1,"Budatétény vasútállomás (Campona) / Diósd, Sashegyi út",2014-10-11,,,,101904
1650,BX64,Remetehegyi út,0,Kolosy tér / Remetehegyi út,2014-10-20,2014-11-20,,,101905
2190,BZ70,Csillaghegy H,0,Csillaghegy H / Csillaghegy H,2014-10-13,2014-12-11,,,101906
2300,BZ07,"Káposztásmegyer, Aquaworld",0,"Keleti pályaudvar M / Káposztásmegyer, Aquaworld",2014-10-10,2014-10-19,,,101907
2300,BZ08,Keleti pályaudvar M,1,"Keleti pályaudvar M / Káposztásmegyer, Aquaworld",2014-10-10,2014-10-19,,,101908
2810,Q405,Aszódi utca,0,Aszódi utca / Aszódi utca,2014-10-10,,,,101909
4801,AA16,Csertő utca,0,Keleti pályaudvar M / Csertő utca,2014-10-10,,,,101910
4801,AA17,Keleti pályaudvar M,1,Keleti pályaudvar M / Csertő utca,2014-10-10,,,,101911
TP80,AQ86,Örs vezér tere M+H,0,Keleti pályaudvar M / Örs vezér tere M+H,2014-10-19,,,,101912
TP80,AQ87,Keleti pályaudvar M,1,Keleti pályaudvar M / Örs vezér tere M+H,2014-10-19,,,,101913
VP031,BH22,Bosnyák tér,0,Mexikói út M / Bosnyák tér,2014-10-20,,,,101914
VP031,BH23,Mexikói út M,1,Mexikói út M / Bosnyák tér,2014-10-20,2014-11-06,,,101915
VP18,5680,Újbuda-központ M,0,Széll Kálmán tér M / Újbuda-központ M,2014-10-17,,,,101916
VP18,5681,Széll Kálmán tér M,1,Széll Kálmán tér M / Újbuda-központ M,2014-10-17,,,,101917
VP601,CA77,Szent János Kórház,0,Szent János Kórház / Szent János Kórház,2014-10-17,,,,101918
VP602,CA73,Szent János Kórház,0,Szent János Kórház / Szent János Kórház,2014-10-17,,,,101919
VP62,S423,"Rákospalota, MÁV-telep",0,"Bosnyák tér / Rákospalota, MÁV-telep",2014-10-20,2014-11-06,,,101920
VP62,S427,Bosnyák tér,1,"Bosnyák tér / Rákospalota, MÁV-telep",2014-10-20,2014-11-06,,,101921
VP69,V834,"Újpalota, Erdőkerülő utca",0,"Mexikói út M / Újpalota, Erdőkerülő utca",2014-10-20,,,,101922
VP69,V836,Mexikói út M,1,"Mexikói út M / Újpalota, Erdőkerülő utca",2014-10-20,,,,101923
0050,BY93,"Rákospalota, Kossuth utca",0,"Pasaréti tér / Rákospalota, Kossuth utca",2014-10-20,2014-11-13,,,101924
0050,BY94,Pasaréti tér,1,"Pasaréti tér / Rákospalota, Kossuth utca",2014-10-20,2014-11-06,,,101925
0300,Y372,"Káposztásmegyer, Mogyoródi-patak",0,"Keleti pályaudvar M / Káposztásmegyer, Mogyoródi-patak",2014-10-20,,,,101926
0300,Y373,Keleti pályaudvar M,1,"Keleti pályaudvar M / Káposztásmegyer, Mogyoródi-patak",2014-10-20,,,,101927
0301,Y374,"Megyer, Szondi utca",0,"Keleti pályaudvar M / Megyer, Szondi utca",2014-10-20,,,,101928
0301,Y375,Keleti pályaudvar M,1,"Keleti pályaudvar M / Megyer, Szondi utca",2014-10-20,,,,101929
0665,P171,"Soroksár, BILK",0,"Határ út M / Soroksár, BILK",2014-10-17,,,,101930
0665,P172,Határ út M,1,"Határ út M / Soroksár, BILK",2014-10-17,,,,101931
1020,BS64,Szendrő utca,0,Széll Kálmán tér M / Szendrő utca,2014-10-17,,,,101932
1100,W889,Thomán István utca,1,Thomán István utca / Bosnyák tér,2014-10-20,,,,101933
1120,BU39,Thomán István utca,1,Thomán István utca / Bosnyák tér,2014-10-20,,,,101934
1490,BJ01,Fenyves utca,0,Széll Kálmán tér M / Fenyves utca,2014-10-20,2014-12-14,,,101935
1950,CA65,"Rákoskeresztúr, városközpont",0,"Puskás Ferenc Stadion M / Rákoskeresztúr, városközpont",2014-10-20,2014-10-30,,,101936
2040,BQ41,"Békásmegyer, Újmegyeri tér",0,"Rákospalota, Kossuth utca / Békásmegyer, Újmegyeri tér",2014-10-26,2014-10-30,,,101937
2040,BE78,"Rákospalota, Kossuth utca",1,"Rákospalota, Kossuth utca / Békásmegyer, Újmegyeri tér",2014-10-17,2014-10-26,,,101938
2300,Y376,"Káposztásmegyer, Aquaworld",0,"Keleti pályaudvar M / Káposztásmegyer, Aquaworld",2014-10-20,,,,101939
2300,Y377,Keleti pályaudvar M,1,"Keleti pályaudvar M / Káposztásmegyer, Aquaworld",2014-10-20,,,,101940
2361,X963,Fiatalság utca,1,"Baross utca / Ganztelep, Mednyánszky utca",2014-10-17,2014-10-26,,,101941
2390,BG04,Gazdagréti tér,1,Gazdagréti tér / Bosnyák tér,2014-10-24,,,,101942
2600,X309,Batthyány tér M+H,1,Batthyány tér M+H / Virágosnyereg út,2014-10-20,2014-10-26,,,101943
3030,BY57,Ecseri út M,0,Bosnyák tér / Ecseri út M,2014-10-20,2014-11-09,,,101944
3030,BY58,Bosnyák tér,1,Bosnyák tér / Ecseri út M,2014-10-20,2014-11-09,,,101945
3620,X651,Bosnyák tér,0,"Blaha Lujza tér M / Rákospalota, MÁV-telep",2014-10-20,2014-11-09,,,101946
3620,X662,Blaha Lujza tér M,1,"Blaha Lujza tér M / Rákospalota, MÁV-telep",2014-10-20,2014-11-09,,,101947
3621,BY90,Bosnyák tér,0,Kőbánya alsó vasútállomás (Mázsa tér) / Bosnyák tér,2014-10-20,2014-11-09,,,101948
3621,BY91,Kőbánya alsó vasútállomás (Mázsa tér),1,Kőbánya alsó vasútállomás (Mázsa tér) / Bosnyák tér,2014-10-20,2014-11-09,,,101949
6200,L659,Közvágóhíd H,1,Közvágóhíd H / Ráckeve,2014-10-20,2014-10-24,,,101950
8110,BX84,"Újpest, Árpád út",0,"Haller utca / Újpest, Árpád út",2014-10-17,,,,101951
8110,BX85,Haller utca,1,"Haller utca / Újpest, Árpád út",2014-10-17,,,,101952
9560,R905,Hűvösvölgy,1,"Hűvösvölgy / Pécel, Kun József utca",2014-10-20,2014-10-23,,,101953
9730,BZ10,"Nagytétény, ipartelep",0,"Újpalota, Szentmihályi út / Nagytétény, ipartelep",2014-10-19,2014-11-06,,,101954
9730,BZ11,"Újpalota, Szentmihályi út",1,"Újpalota, Szentmihályi út / Nagytétény, ipartelep",2014-10-19,2014-11-13,,,101955
HP64,CC70,Szépvölgyi út H,0,Batthyány tér M+H / Szépvölgyi út H,2014-10-25,2014-11-27,,,101956
HP64,CC73,Batthyány tér M+H,1,Batthyány tér M+H / Szépvölgyi út H,2014-10-25,2014-11-27,,,101957
TP72,CA32,Zugló vasútállomás,0,Arany János utca M / Zugló vasútállomás,2014-10-25,,,,101958
